ID Cliente,Fecha emisión factura,Fecha vencimiento factura,Monto,Días tarde
2026,2022-04-26,2022-05-26,31062000.000000004,12
9250,2022-02-20,2022-03-21,20523000.0,10
5148,2022-05-10,2022-06-09,25923000.0,7
1604,2022-01-29,2022-02-28,29763750.0,24
8887,2022-02-03,2022-03-05,13938750.0,26
2676,2022-05-28,2022-06-27,16968000.0,0
9928,2022-04-03,2022-05-03,31481250.0,19
0379,2022-08-11,2022-09-10,14124000.0,0
9758,2022-05-25,2022-06-24,15402000.000000002,0
9174,2022-03-02,2022-04-01,16137000.0,14
2824,2022-02-27,2022-03-29,19362000.000000004,0
4640,2022-04-02,2022-05-02,28386000.0,0
7228,2022-02-09,2022-03-11,13012500.000000002,16
8389,2022-03-01,2022-03-31,20017500.0,26
9117,2022-03-01,2022-03-31,22008750.0,43
8364,2022-02-06,2022-03-08,27477000.0,13
6627,2022-08-01,2022-08-31,26049000.0,0
8102,2022-04-08,2022-05-08,16803000.0,13
9014,2022-01-17,2022-02-16,20997000.0,12
7600,2022-08-04,2022-09-03,27162000.000000004,4
8942,2022-09-18,2022-10-18,3918000.0,0
3568,2022-03-30,2022-04-29,10863000.0,13
7209,2022-06-19,2022-07-19,10868999.999999998,0
8942,2022-05-25,2022-06-24,15480000.0,0
9250,2022-09-15,2022-10-15,13947000.0,5
2026,2022-05-31,2022-06-30,21198000.0,1
8942,2022-07-03,2022-08-02,7623000.0,0
9149,2022-01-09,2022-02-08,19743000.0,0
6627,2022-08-08,2022-09-07,23400000.0,0
5284,2022-02-28,2022-03-29,23673000.0,0
8156,2022-05-17,2022-06-16,24660000.0,4
9250,2022-01-20,2022-02-19,19629000.000000004,0
8389,2022-03-10,2022-04-09,11106000.000000002,9
2687,2022-05-06,2022-06-05,12516000.0,0
7841,2022-08-08,2022-09-07,16122000.0,2
6077,2022-07-29,2022-08-28,9777000.000000002,0
5613,2022-04-16,2022-05-16,26947500.0,21
3831,2022-03-29,2022-04-28,29730000.0,21
3598,2022-09-29,2022-10-29,27273000.0,0
7600,2022-08-01,2022-08-31,23706000.0,4
6048,2022-09-25,2022-10-25,26574000.0,0
3568,2022-04-25,2022-05-25,21864000.0,0
7050,2022-03-07,2022-04-06,18672000.0,12
7654,2022-08-11,2022-09-10,6912000.0,1
6004,2022-06-16,2022-07-16,19653000.0,0
3568,2022-05-25,2022-06-24,28992000.0,0
9883,2022-05-23,2022-06-22,7128750.000000001,18
8102,2022-09-22,2022-10-22,12322500.0,36
6627,2022-01-20,2022-02-19,18156000.0,0
7260,2022-02-22,2022-03-24,26832000.0,0
8820,2022-01-12,2022-02-11,13896000.0,0
2676,2022-08-05,2022-09-04,15750000.0,0
8364,2022-03-16,2022-04-15,23501250.0,17
4460,2022-02-23,2022-03-25,31766249.999999996,20
9117,2022-02-20,2022-03-22,8775000.0,14
7841,2022-07-24,2022-08-23,23352000.0,0
3569,2022-05-15,2022-06-14,10568999.999999998,0
4460,2022-03-25,2022-04-24,17096250.0,17
3993,2022-04-06,2022-05-06,22932000.0,0
7758,2022-06-09,2022-07-09,20418000.0,2
7758,2022-03-24,2022-04-23,23655000.0,27
7856,2022-03-29,2022-04-28,4389000.0,9
8976,2022-01-15,2022-02-14,17265000.0,14
9883,2022-08-26,2022-09-25,18630000.0,45
2676,2022-07-14,2022-08-13,26793000.0,0
5573,2022-08-19,2022-09-18,17827500.0,33
1080,2022-08-30,2022-09-29,24780000.0,9
0783,2022-08-02,2022-09-01,31781250.0,37
6391,2022-03-24,2022-04-23,2133000.0,0
7372,2022-04-10,2022-05-10,6371999.999999999,0
9725,2022-06-07,2022-07-07,21780000.0,0
6077,2022-01-08,2022-02-07,8652000.0,0
2026,2022-09-13,2022-10-13,18537000.0,0
6833,2022-05-10,2022-06-09,23328000.0,0
7329,2022-05-19,2022-06-18,23895000.0,0
5529,2022-03-17,2022-04-16,16008000.0,12
9323,2022-09-02,2022-10-02,20691000.0,1
0709,2022-06-21,2022-07-21,10827000.000000002,0
3568,2022-06-13,2022-07-13,24510000.0,2
0783,2022-05-27,2022-06-26,39195000.0,16
0709,2022-08-27,2022-09-26,18819000.0,0
6160,2022-03-24,2022-04-23,19611000.0,0
2687,2022-03-09,2022-04-08,13425000.0,0
4640,2022-04-20,2022-05-20,19044000.0,9
6627,2022-05-11,2022-06-10,18309000.0,0
8942,2022-03-17,2022-04-16,7848000.0,9
8102,2022-08-12,2022-09-11,18491250.0,44
8942,2022-03-16,2022-04-15,4164000.0000000005,0
1604,2022-03-15,2022-04-14,21813750.0,33
1080,2022-03-01,2022-03-31,16962000.0,0
5924,2022-08-04,2022-09-03,19680000.0,0
2026,2022-09-01,2022-10-01,20694000.0,0
7245,2022-05-22,2022-06-21,26345999.999999996,0
7329,2022-03-10,2022-04-09,18672000.0,9
8156,2022-01-04,2022-02-03,17409000.0,13
7245,2022-04-17,2022-05-17,23778000.0,0
4460,2022-06-13,2022-07-13,15141000.0,10
6831,2022-04-29,2022-05-29,19597500.0,21
3598,2022-08-31,2022-09-30,19803000.0,0
3568,2022-05-11,2022-06-10,25317000.0,2
6004,2022-04-13,2022-05-13,11580000.0,0
5875,2022-05-28,2022-06-27,26244000.0,11
9725,2022-04-11,2022-05-11,12009000.0,10
9928,2022-05-09,2022-06-08,17649000.0,8
8389,2022-08-23,2022-09-22,18936000.0,5
9149,2022-08-28,2022-09-27,18906000.0,0
3569,2022-05-14,2022-06-13,13101000.0,0
9174,2022-08-09,2022-09-08,20045999.999999996,0
9883,2022-06-13,2022-07-13,11418000.0,1
5284,2022-04-16,2022-05-16,26622000.0,0
8820,2022-09-03,2022-10-03,19485000.0,0
6627,2022-02-15,2022-03-17,19584000.0,0
8156,2022-05-28,2022-06-27,22377000.0,5
6160,2022-09-24,2022-10-24,16608000.0,0
7758,2022-02-15,2022-03-16,21135000.0,22
7372,2022-05-16,2022-06-15,15174000.0,0
0706,2022-08-27,2022-09-26,17160000.0,10
0709,2022-02-28,2022-03-29,12147000.0,0
7260,2022-05-06,2022-06-05,23259000.0,11
9323,2022-07-13,2022-08-12,13343999.999999998,0
7209,2022-08-19,2022-09-18,15558000.0,6
3448,2022-07-28,2022-08-27,22365000.0,36
0625,2022-08-25,2022-09-24,15051000.0,0
9014,2022-03-14,2022-04-13,22740000.0,16
9014,2022-07-20,2022-08-19,14679000.0,0
8389,2022-05-23,2022-06-22,21495000.0,0
0625,2022-08-01,2022-08-31,19332000.0,5
9250,2022-04-15,2022-05-15,19557000.0,0
7209,2022-02-11,2022-03-12,14876250.0,19
6391,2022-09-11,2022-10-11,3069000.0,0
0709,2022-03-12,2022-04-11,20349000.0,14
8690,2022-03-20,2022-04-19,11002500.0,25
4651,2022-09-29,2022-10-29,18930000.0,0
6177,2022-05-23,2022-06-22,14409000.0,0
0688,2022-09-15,2022-10-15,12513749.999999998,38
8389,2022-08-15,2022-09-14,22215000.0,0
8942,2022-01-12,2022-02-11,4227000.0,0
7695,2022-09-10,2022-10-10,16680000.0,0
9149,2022-09-13,2022-10-13,11364000.0,0
1604,2022-04-25,2022-05-25,17932500.0,22
0379,2022-09-07,2022-10-07,18864000.0,0
9771,2022-04-29,2022-05-29,14763000.0,0
9181,2022-04-16,2022-05-16,33315000.0,46
4640,2022-01-11,2022-02-10,25326000.0,11
6391,2022-07-04,2022-08-03,3228000.0,0
7654,2022-09-13,2022-10-13,2466000.0,0
5164,2022-08-29,2022-09-28,21537000.000000004,10
5613,2022-06-22,2022-07-22,18641250.0,17
8820,2022-08-22,2022-09-21,21273000.0,0
2820,2022-07-08,2022-08-07,24486000.0,0
3598,2022-03-30,2022-04-29,17571000.0,0
2447,2022-06-19,2022-07-19,16718999.999999998,7
9771,2022-05-16,2022-06-15,9864000.0,0
9928,2022-05-31,2022-06-30,19914000.0,13
8887,2022-06-17,2022-07-17,3219000.0,0
1447,2022-08-01,2022-08-31,23497500.0,38
7329,2022-05-05,2022-06-04,19937999.999999996,0
9286,2022-03-28,2022-04-27,8910000.0,0
6296,2022-06-09,2022-07-09,14475000.0,0
2026,2022-06-21,2022-07-21,11139000.0,0
0688,2022-06-15,2022-07-15,2856000.0,13
9771,2022-07-25,2022-08-24,8955000.0,0
0379,2022-03-01,2022-03-31,18243750.0,30
7228,2022-09-27,2022-10-27,13304999.999999998,38
4651,2022-04-30,2022-05-30,25110000.0,0
7938,2022-06-13,2022-07-13,17529000.0,6
4632,2022-02-27,2022-03-28,26583750.0,29
9883,2022-08-17,2022-09-16,13554000.0,9
1447,2022-05-05,2022-06-04,16734000.0,13
3598,2022-06-20,2022-07-20,20709000.0,0
8976,2022-04-03,2022-05-03,33877500.0,29
2621,2022-02-22,2022-03-23,26175000.0,26
2676,2022-07-26,2022-08-25,25278000.0,0
0688,2022-09-08,2022-10-08,8587500.0,43
5148,2022-06-18,2022-07-18,21881250.0,20
2820,2022-05-23,2022-06-22,19575000.0,0
3569,2022-03-15,2022-04-14,11897999.999999998,0
0688,2022-04-15,2022-05-15,13237499.999999998,32
9928,2022-07-03,2022-08-02,13740000.0,10
4651,2022-04-07,2022-05-07,26718000.0,0
5875,2022-05-27,2022-06-26,21020999.999999996,13
0688,2022-09-30,2022-10-30,17400000.0,40
0783,2022-09-17,2022-10-17,27326250.0,52
7938,2022-06-05,2022-07-05,38666250.0,26
9758,2022-04-29,2022-05-29,19712999.999999996,0
5592,2022-08-28,2022-09-27,19852500.0,40
3271,2022-04-05,2022-05-05,15258000.0,0
7372,2022-02-08,2022-03-09,9222000.0,0
9841,2022-07-06,2022-08-05,10899000.0,1
9725,2022-07-08,2022-08-07,32112000.000000004,8
1080,2022-05-10,2022-06-09,22350000.0,11
0706,2022-05-22,2022-06-21,10506000.000000002,12
4640,2022-05-12,2022-06-11,37560000.0,16
9117,2022-03-05,2022-04-04,25747500.0,31
6831,2022-01-15,2022-02-14,13884000.0,12
9758,2022-03-11,2022-04-10,22946250.0,24
7946,2022-05-04,2022-06-03,12984000.0,6
5529,2022-09-28,2022-10-28,25977000.0,7
9212,2022-04-11,2022-05-11,18978000.0,0
6160,2022-01-07,2022-02-06,20955000.0,15
2447,2022-03-28,2022-04-27,3408000.0,0
7946,2022-06-09,2022-07-09,17655000.0,5
2447,2022-04-05,2022-05-05,11772000.0,0
5284,2022-03-31,2022-04-30,17568000.0,0
8156,2022-03-10,2022-04-09,21540000.0,0
6160,2022-08-30,2022-09-29,20844000.0,0
9460,2022-06-26,2022-07-26,8511000.0,0
0187,2022-03-29,2022-04-28,18804000.0,10
8976,2022-05-21,2022-06-20,29289000.0,0
7654,2022-04-06,2022-05-06,14223750.0,16
8976,2022-04-14,2022-05-14,23370000.0,9
9460,2022-09-28,2022-10-28,15300000.0,0
1447,2022-06-23,2022-07-23,21423000.0,5
6831,2022-04-11,2022-05-11,22323000.0,10
9174,2022-03-02,2022-04-01,18252000.0,0
7600,2022-06-06,2022-07-06,19104000.0,10
0187,2022-09-22,2022-10-22,19578000.0,0
2026,2022-05-19,2022-06-18,13464000.0,8
9883,2022-08-08,2022-09-07,23538750.0,35
2824,2022-01-04,2022-02-03,17637000.0,0
0625,2022-09-08,2022-10-08,19287000.000000004,0
5196,2022-03-29,2022-04-28,18096000.0,0
5284,2022-08-22,2022-09-21,21252000.0,0
6077,2022-05-05,2022-06-04,11058000.0,6
7600,2022-06-01,2022-07-01,19809000.0,5
9841,2022-03-16,2022-04-15,17343750.0,22
9323,2022-06-30,2022-07-30,18039000.0,10
4640,2022-07-15,2022-08-14,30258750.0,37
9174,2022-01-26,2022-02-25,16881000.0,0
4460,2022-05-06,2022-06-05,19320000.0,12
3271,2022-08-03,2022-09-02,13718999.999999998,4
9286,2022-07-02,2022-08-01,24177000.0,0
6627,2022-01-11,2022-02-10,19803000.0,0
5148,2022-05-09,2022-06-08,26829000.000000004,10
9250,2022-06-19,2022-07-19,10407000.0,0
5148,2022-08-30,2022-09-29,25263750.0,32
3568,2022-03-29,2022-04-28,24362999.999999996,0
5148,2022-04-19,2022-05-19,27855000.0,23
4640,2022-04-24,2022-05-24,14892000.0,0
9928,2022-03-05,2022-04-04,19998000.0,15
8976,2022-09-14,2022-10-14,20787000.000000004,0
0187,2022-02-16,2022-03-18,16950000.0,0
9771,2022-07-26,2022-08-25,12357000.0,0
5920,2022-03-19,2022-04-18,14742000.0,9
8389,2022-02-25,2022-03-27,26601000.0,12
6833,2022-07-12,2022-08-11,16749000.0,0
0706,2022-06-19,2022-07-19,5034000.0,9
3993,2022-05-10,2022-06-09,18030000.0,0
3568,2022-05-05,2022-06-04,24714000.0,9
0379,2022-07-12,2022-08-11,9270000.0,0
6177,2022-06-18,2022-07-18,14817000.0,0
9883,2022-03-02,2022-04-01,7911000.0,11
8820,2022-09-11,2022-10-11,22254000.000000004,0
9758,2022-05-07,2022-06-06,17934000.0,0
9117,2022-07-30,2022-08-29,12492000.0,3
6627,2022-05-21,2022-06-20,17592000.0,11
7245,2022-03-02,2022-04-01,20739000.0,0
7946,2022-05-28,2022-06-27,10596000.0,4
7758,2022-05-05,2022-06-04,30461250.0,21
7856,2022-01-20,2022-02-19,21322500.0,19
6391,2022-03-23,2022-04-22,5427000.0,0
6627,2022-03-01,2022-03-31,16095000.0,0
5284,2022-04-13,2022-05-13,24441000.0,0
6296,2022-09-16,2022-10-16,7515000.0,0
6296,2022-05-20,2022-06-19,11181000.000000002,0
2125,2022-02-16,2022-03-17,29703749.999999996,21
7329,2022-05-21,2022-06-20,18426000.0,0
9771,2022-08-17,2022-09-16,19392000.0,0
8690,2022-03-21,2022-04-20,34687500.0,19
5920,2022-07-06,2022-08-05,15840000.0,0
3831,2022-01-12,2022-02-11,25972500.000000004,18
1080,2022-01-11,2022-02-10,21918000.0,9
7260,2022-02-16,2022-03-18,23484000.0,9
7600,2022-05-01,2022-05-31,16659000.0,14
6627,2022-09-25,2022-10-25,10812000.0,2
7209,2022-03-31,2022-04-30,22632000.0,11
7654,2022-02-02,2022-03-04,7380000.0,0
7938,2022-02-23,2022-03-24,31155000.0,25
8942,2022-04-15,2022-05-15,11655000.0,0
6627,2022-03-26,2022-04-25,27795000.0,14
2687,2022-04-30,2022-05-30,8202000.0,0
1408,2022-01-18,2022-02-17,21687000.000000004,15
6160,2022-03-10,2022-04-09,24561000.0,0
9181,2022-08-05,2022-09-04,27048750.0,34
7329,2022-04-02,2022-05-02,17001000.0,0
9323,2022-09-30,2022-10-30,13443000.0,4
5573,2022-01-24,2022-02-23,30513750.0,32
8942,2022-05-03,2022-06-02,6996000.0,0
7938,2022-06-15,2022-07-15,13242000.0,9
4460,2022-06-09,2022-07-09,19332000.0,8
0688,2022-04-21,2022-05-21,18607500.0,31
0709,2022-07-21,2022-08-20,30663750.0,34
8156,2022-05-13,2022-06-12,21261000.0,1
2621,2022-06-27,2022-07-27,26032500.0,35
6831,2022-05-22,2022-06-21,15809999.999999998,28
1168,2022-08-02,2022-09-01,17151000.0,0
7856,2022-09-19,2022-10-19,12422999.999999998,3
5920,2022-04-12,2022-05-12,18999000.0,0
3569,2022-04-26,2022-05-26,13137000.0,0
5924,2022-03-18,2022-04-17,20979000.000000004,0
6833,2022-07-27,2022-08-26,26304000.000000004,0
0465,2022-08-29,2022-09-28,21201000.0,5
6296,2022-07-21,2022-08-20,4758000.0,0
9286,2022-08-08,2022-09-07,12456000.000000002,0
9174,2022-05-30,2022-06-29,26193000.0,0
2423,2022-04-01,2022-05-01,27545999.999999996,13
9322,2022-04-10,2022-05-10,31867500.0,19
6048,2022-07-07,2022-08-06,21587999.999999996,1
3993,2022-03-25,2022-04-24,14199000.0,0
7329,2022-01-03,2022-02-02,27411000.0,0
4651,2022-09-07,2022-10-07,21620999.999999996,0
2125,2022-07-12,2022-08-11,25560000.0,7
9250,2022-04-06,2022-05-06,14822999.999999998,12
5164,2022-03-22,2022-04-21,21600000.0,0
9014,2022-09-25,2022-10-25,26047499.999999996,33
0465,2022-01-04,2022-02-03,16772999.999999998,14
5573,2022-02-23,2022-03-25,20256000.0,14
7758,2022-04-29,2022-05-29,31792500.0,22
5920,2022-02-17,2022-03-18,18585000.0,0
8102,2022-03-12,2022-04-11,21945000.0,30
9149,2022-02-04,2022-03-06,16959000.0,0
1080,2022-09-17,2022-10-17,28248000.0,6
4092,2022-07-23,2022-08-22,21864000.0,0
0709,2022-07-01,2022-07-31,15084000.0,0
7050,2022-01-06,2022-02-05,15780000.0,0
8156,2022-02-28,2022-03-30,15240000.0,11
7050,2022-02-14,2022-03-15,23508000.0,14
7946,2022-04-28,2022-05-28,23572500.0,39
6708,2022-04-15,2022-05-15,22023750.0,26
0706,2022-09-15,2022-10-15,7143000.0,0
5164,2022-03-24,2022-04-23,24792000.0,9
3831,2022-03-24,2022-04-23,33712500.0,24
9181,2022-07-11,2022-08-10,25657500.0,41
9841,2022-01-28,2022-02-27,15549000.0,0
0625,2022-08-31,2022-09-30,16740000.0,0
7228,2022-03-02,2022-04-01,29763750.0,24
5924,2022-03-11,2022-04-10,16941000.0,10
7372,2022-06-07,2022-07-07,7842000.0,5
0706,2022-04-18,2022-05-18,11775000.0,15
1168,2022-04-04,2022-05-04,12143999.999999998,0
9841,2022-08-30,2022-09-29,9672000.0,0
2125,2022-02-11,2022-03-12,25530000.0,29
9212,2022-06-22,2022-07-22,14724000.0,0
2026,2022-01-14,2022-02-13,13622999.999999998,0
2676,2022-01-20,2022-02-19,23427000.0,0
3271,2022-03-28,2022-04-27,12414000.0,0
8156,2022-08-22,2022-09-21,15861000.0,2
9149,2022-01-09,2022-02-08,11079000.0,0
7856,2022-06-23,2022-07-23,12207000.0,0
2687,2022-05-05,2022-06-04,21945000.0,0
6177,2022-09-29,2022-10-29,10350000.0,0
0625,2022-09-30,2022-10-30,22347000.0,0
9286,2022-02-09,2022-03-10,15999000.0,0
6048,2022-07-12,2022-08-11,21435000.0,0
2447,2022-03-22,2022-04-21,7698000.0,11
0625,2022-09-10,2022-10-10,21180000.0,7
3271,2022-08-20,2022-09-19,9861000.0,0
0625,2022-09-30,2022-10-30,11907000.0,6
2824,2022-05-29,2022-06-28,23262000.000000004,5
6296,2022-03-22,2022-04-21,6879000.0,0
9928,2022-01-29,2022-02-28,16326000.0,14
6708,2022-04-24,2022-05-24,33401249.999999996,17
8976,2022-01-18,2022-02-17,25461000.0,0
0783,2022-02-22,2022-03-23,40166250.0,21
0187,2022-03-22,2022-04-21,26076000.0,0
3271,2022-05-02,2022-06-01,17751000.0,0
5164,2022-02-15,2022-03-17,13872000.0,0
8976,2022-06-23,2022-07-23,13122000.0,4
7758,2022-07-07,2022-08-06,19241250.0,38
6833,2022-08-16,2022-09-15,24261000.0,0
0465,2022-08-30,2022-09-29,10856250.0,40
7329,2022-01-24,2022-02-23,24212999.999999996,0
9149,2022-09-03,2022-10-03,11577000.000000002,5
3598,2022-01-06,2022-02-05,17547000.0,0
5164,2022-04-08,2022-05-08,23004000.000000004,0
8942,2022-05-31,2022-06-30,7377000.0,0
5164,2022-04-16,2022-05-16,19713750.0,16
7695,2022-02-17,2022-03-18,21170999.999999996,0
3993,2022-08-17,2022-09-16,11172000.0,0
2676,2022-07-21,2022-08-20,22083000.0,0
9212,2022-05-19,2022-06-18,24662999.999999996,0
2676,2022-06-12,2022-07-12,18057000.0,0
7050,2022-08-10,2022-09-09,14397000.0,6
5573,2022-05-17,2022-06-16,37080000.0,23
7758,2022-09-04,2022-10-04,27033750.0,39
8102,2022-09-27,2022-10-27,22121250.0,37
7654,2022-09-15,2022-10-15,13809000.0,0
9212,2022-05-17,2022-06-16,19965000.0,0
9212,2022-03-26,2022-04-25,16107000.0,0
5284,2022-03-24,2022-04-23,26901000.0,9
9928,2022-01-07,2022-02-06,23676000.0,12
4092,2022-05-20,2022-06-19,18888000.0,0
9212,2022-02-16,2022-03-17,17655000.0,0
3993,2022-01-04,2022-02-03,26544000.0,9
9883,2022-07-15,2022-08-14,17673750.0,34
5613,2022-09-30,2022-10-30,20175000.0,31
5529,2022-07-08,2022-08-07,19581000.0,0
6627,2022-05-20,2022-06-19,16446000.0,2
6160,2022-01-06,2022-02-05,25692000.0,9
9460,2022-06-06,2022-07-06,20345999.999999996,0
9771,2022-05-26,2022-06-25,16968000.0,0
9323,2022-06-21,2022-07-21,20122500.0,22
8156,2022-05-12,2022-06-11,28008000.0,5
9250,2022-06-16,2022-07-16,15543000.0,4
8887,2022-01-10,2022-02-09,2793750.0,23
9181,2022-06-17,2022-07-17,19820999.999999996,9
5613,2022-01-24,2022-02-23,18607500.0,39
6708,2022-02-17,2022-03-19,17097000.0,0
9928,2022-07-25,2022-08-24,11583000.0,7
3676,2022-01-14,2022-02-13,3192000.0,0
7946,2022-06-24,2022-07-24,18570000.0,1
9117,2022-05-27,2022-06-26,14618999.999999998,14
7841,2022-07-03,2022-08-02,23636250.0,33
0688,2022-02-19,2022-03-21,7614000.0,13
7695,2022-07-01,2022-07-31,13275000.0,0
7329,2022-01-27,2022-02-26,28314000.0,0
9286,2022-01-09,2022-02-08,15870000.0,0
7228,2022-01-21,2022-02-20,33735000.0,34
9460,2022-02-22,2022-03-23,17142000.0,0
9928,2022-07-10,2022-08-09,10389000.0,0
9174,2022-09-29,2022-10-29,20040000.0,5
6048,2022-06-28,2022-07-28,20460000.0,0
1604,2022-05-31,2022-06-30,23298000.0,10
6831,2022-06-05,2022-07-05,26812500.0,35
6391,2022-03-04,2022-04-03,13947000.0,13
0379,2022-07-01,2022-07-31,12675000.0,0
1408,2022-07-04,2022-08-03,20231250.0,54
9149,2022-07-15,2022-08-14,13959000.0,0
6296,2022-02-06,2022-03-08,6600000.0,0
2687,2022-08-08,2022-09-07,18774000.0,0
8690,2022-09-21,2022-10-21,12282000.0,2
2447,2022-08-22,2022-09-21,11175000.0,1
7695,2022-09-22,2022-10-22,17112000.0,0
2820,2022-02-03,2022-03-04,24945000.0,0
1447,2022-05-17,2022-06-16,17505000.0,0
8887,2022-09-19,2022-10-19,4973999.999999999,0
1408,2022-09-23,2022-10-23,15247499.999999998,38
6708,2022-01-03,2022-02-02,20763750.0,27
6632,2022-09-01,2022-10-01,20664000.0,0
3569,2022-05-07,2022-06-06,15189000.0,0
8887,2022-05-26,2022-06-25,8352000.0,15
3993,2022-08-14,2022-09-13,16260000.0,0
3568,2022-09-06,2022-10-06,13506000.000000002,0
3448,2022-07-17,2022-08-16,23067000.0,0
2824,2022-02-28,2022-03-30,18258000.0,11
6833,2022-03-28,2022-04-27,18075000.0,0
8942,2022-02-17,2022-03-18,11691000.0,0
2687,2022-07-14,2022-08-13,18798000.0,0
9181,2022-05-02,2022-06-01,17457000.0,10
2824,2022-02-02,2022-03-03,21141000.0,13
3568,2022-08-03,2022-09-02,19359000.0,0
2676,2022-05-03,2022-06-02,17934000.0,0
7841,2022-02-01,2022-03-02,21075000.0,20
7372,2022-01-10,2022-02-09,14325000.0,0
9322,2022-04-13,2022-05-13,31214999.999999996,23
5529,2022-08-16,2022-09-15,22203750.0,33
3271,2022-07-27,2022-08-26,13893000.0,3
6296,2022-09-07,2022-10-07,18372000.0,0
9286,2022-01-31,2022-03-01,21995999.999999996,0
7372,2022-05-25,2022-06-24,10374000.0,0
3448,2022-01-30,2022-02-28,31957500.0,24
7946,2022-09-01,2022-10-01,18171000.0,1
0688,2022-05-02,2022-06-01,15491250.0,20
8820,2022-07-19,2022-08-18,21039000.0,0
6632,2022-09-16,2022-10-16,20541000.0,0
8102,2022-07-05,2022-08-04,31987500.0,50
8364,2022-06-04,2022-07-04,19074000.0,0
7228,2022-01-23,2022-02-22,32662499.999999996,27
7329,2022-07-06,2022-08-05,22152000.0,1
8820,2022-05-28,2022-06-27,28797000.0,0
4632,2022-01-12,2022-02-11,24603750.0,22
9322,2022-05-22,2022-06-21,29505000.0,9
1080,2022-04-27,2022-05-27,28980000.0,0
7600,2022-08-25,2022-09-24,18171000.0,0
5148,2022-06-11,2022-07-11,31556250.000000004,17
3569,2022-04-03,2022-05-03,19725000.0,10
6048,2022-06-06,2022-07-06,28944000.0,0
6831,2022-02-16,2022-03-17,17121000.0,12
3676,2022-06-01,2022-07-01,20178750.0,24
2125,2022-02-13,2022-03-14,9093750.0,28
5196,2022-02-03,2022-03-05,19641000.0,0
0783,2022-09-18,2022-10-18,17574000.0,6
6833,2022-08-12,2022-09-11,18720000.0,0
9117,2022-09-25,2022-10-25,13946250.0,32
4092,2022-08-07,2022-09-06,21924000.0,0
0465,2022-06-16,2022-07-16,14951249.999999998,23
9883,2022-04-27,2022-05-27,16072500.0,35
3448,2022-09-30,2022-10-30,22197000.0,2
5592,2022-04-07,2022-05-07,13905000.0,18
8690,2022-08-11,2022-09-10,18849000.0,2
5592,2022-06-05,2022-07-05,10308000.0,0
6708,2022-03-20,2022-04-19,30596250.0,22
0625,2022-07-05,2022-08-04,20955000.0,7
9322,2022-05-17,2022-06-16,21294000.0,12
0783,2022-04-29,2022-05-29,18956250.0,26
8156,2022-06-10,2022-07-10,18792000.0,9
7260,2022-08-30,2022-09-29,30153000.0,2
2820,2022-05-02,2022-06-01,22086000.0,0
8820,2022-08-28,2022-09-27,29649000.0,0
8389,2022-01-09,2022-02-08,15360000.0,0
4651,2022-09-05,2022-10-05,21087000.000000004,0
6833,2022-10-01,2022-10-31,22368000.0,0
9725,2022-05-25,2022-06-24,32943000.0,0
9771,2022-02-28,2022-03-30,14661000.0,0
7758,2022-04-11,2022-05-11,11272500.0,19
7260,2022-01-23,2022-02-22,24995999.999999996,0
0465,2022-01-30,2022-02-28,22252500.0,34
1080,2022-06-29,2022-07-29,26991000.0,8
5924,2022-09-22,2022-10-22,28974000.0,0
0783,2022-02-17,2022-03-19,22260000.0,24
6627,2022-08-21,2022-09-20,23172000.0,0
0783,2022-08-22,2022-09-21,19008750.0,39
7938,2022-01-19,2022-02-18,16413750.000000002,23
4092,2022-08-25,2022-09-24,21660000.0,0
3271,2022-07-23,2022-08-22,21306000.0,0
5924,2022-02-10,2022-03-12,18438000.0,0
7841,2022-08-25,2022-09-24,21882000.0,6
6833,2022-01-07,2022-02-06,20253000.0,0
2423,2022-01-27,2022-02-26,20148750.0,20
5924,2022-09-25,2022-10-25,23007000.0,0
6004,2022-02-23,2022-03-25,21270000.0,0
5613,2022-02-07,2022-03-09,27307499.999999996,36
6833,2022-01-24,2022-02-23,17775000.0,0
6048,2022-05-16,2022-06-15,27887999.999999996,0
7946,2022-06-03,2022-07-03,22520999.999999996,2
7758,2022-05-28,2022-06-27,16566000.0,3
0688,2022-04-12,2022-05-12,13031250.0,36
9174,2022-03-21,2022-04-20,25803750.0,35
7050,2022-04-07,2022-05-07,17172000.0,0
6391,2022-03-28,2022-04-27,2199000.0,0
4640,2022-09-01,2022-10-01,12711000.0,0
6160,2022-06-04,2022-07-04,20691000.0,0
9149,2022-07-02,2022-08-01,10878000.0,0
4460,2022-10-01,2022-10-31,17880000.0,8
3271,2022-01-21,2022-02-20,19332000.0,15
6160,2022-02-02,2022-03-04,25656000.0,0
7946,2022-08-19,2022-09-18,15582000.0,7
1604,2022-06-28,2022-07-28,22466250.0,19
2621,2022-03-23,2022-04-22,33393750.0,35
6632,2022-08-07,2022-09-06,21153000.0,0
1447,2022-09-13,2022-10-13,16542000.0,5
6077,2022-08-15,2022-09-14,17508000.0,0
4640,2022-07-05,2022-08-04,24952500.000000004,34
4651,2022-07-01,2022-07-31,28491000.0,7
9725,2022-04-22,2022-05-22,27119999.999999996,27
9286,2022-02-13,2022-03-15,15429000.0,0
3676,2022-06-10,2022-07-10,13245000.0,23
4092,2022-06-27,2022-07-27,21927000.0,0
3568,2022-04-21,2022-05-21,19191000.0,0
0783,2022-09-02,2022-10-02,21472500.0,32
9212,2022-07-15,2022-08-14,7473000.0,0
0379,2022-01-09,2022-02-08,10322999.999999998,0
